Ticker,Security_Name,GICS_Sector,Bid_Ask_Spread_Bps,Commission_Bps,Market_Impact_Bps_Per_1M,Avg_Daily_Volume_M,Avg_Daily_Dollar_Volume_M,Liquidity_Bucket,Total_Oneway_Cost_Bps,Total_Roundtrip_Cost_Bps,Cost_Low_Urgency_Bps,Cost_Medium_Urgency_Bps,Cost_High_Urgency_Bps,Max_Participation_Rate_Pct,Days_To_Liquidate,TCost_Model_ID,Model_Name,As_Of_Date
SYN146,Synthetic Company 146,Utilities,48.73,3.33,90.59,0.9,215.27,1,72.99,145.99,51.1,72.99,109.49,8.11,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN147,Synthetic Company 147,Communication Services,48.35,2.69,78.45,10.08,4562.91,5,66.09,132.18,46.26,66.09,99.13,11.0,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN148,Synthetic Company 148,Utilities,47.93,4.57,80.84,6.53,3111.27,5,68.96,137.91,48.27,68.96,103.44,11.03,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN149,Synthetic Company 149,Energy,55.12,4.27,78.35,0.54,172.4,1,71.0,142.01,49.7,71.0,106.51,12.16,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN150,Synthetic Company 150,Energy,51.14,2.37,80.01,6.23,1511.49,4,67.95,135.89,47.56,67.95,101.92,15.54,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN151,Synthetic Company 151,Real Estate,46.0,2.04,70.88,4.17,238.88,1,60.48,120.96,42.33,60.48,90.72,10.83,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN152,Synthetic Company 152,Utilities,52.49,2.52,68.07,0.72,200.11,1,62.8,125.59,43.96,62.8,94.19,9.04,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN153,Synthetic Company 153,Information Technology,56.06,3.36,92.27,3.41,1188.82,3,77.53,155.05,54.27,77.53,116.29,10.02,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN154,Synthetic Company 154,Financials,52.74,2.07,72.67,3.71,816.84,3,64.78,129.55,45.34,64.78,97.16,6.54,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN155,Synthetic Company 155,Communication Services,45.09,3.5,71.52,1.3,77.36,1,61.8,123.61,43.26,61.8,92.71,8.69,0.6,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN156,Synthetic Company 156,Health Care,48.53,2.64,62.75,14.58,476.26,2,58.28,116.55,40.79,58.28,87.42,9.19,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN157,Synthetic Company 157,Information Technology,53.49,3.21,74.41,9.83,4853.86,5,67.16,134.32,47.01,67.16,100.74,9.02,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN158,Synthetic Company 158,Information Technology,47.65,2.74,69.06,5.78,1172.27,3,61.1,122.2,42.77,61.1,91.65,10.35,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN159,Synthetic Company 159,Industrials,51.01,2.18,92.64,3.46,1460.91,4,74.0,148.0,51.8,74.0,111.0,8.43,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN160,Synthetic Company 160,Health Care,52.17,4.79,87.83,2.83,427.72,2,74.79,149.59,52.36,74.79,112.19,12.28,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN161,Synthetic Company 161,Consumer Staples,46.96,4.05,74.09,5.56,1536.04,4,64.57,129.15,45.2,64.57,96.86,10.06,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN162,Synthetic Company 162,Communication Services,49.47,1.56,97.48,4.33,1302.34,3,75.04,150.07,52.53,75.04,112.55,10.06,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN163,Synthetic Company 163,Communication Services,39.99,4.47,87.41,0.64,129.23,1,68.17,136.34,47.72,68.17,102.26,9.41,0.3,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN164,Synthetic Company 164,Communication Services,46.85,2.95,77.28,3.68,517.52,2,65.01,130.03,45.51,65.01,97.52,10.33,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN165,Synthetic Company 165,Consumer Discretionary,48.91,4.58,59.48,8.58,3289.84,5,58.77,117.55,41.14,58.77,88.16,11.72,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN166,Synthetic Company 166,Health Care,46.15,4.2,98.17,3.19,97.67,1,76.36,152.72,53.45,76.36,114.54,8.29,0.5,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN167,Synthetic Company 167,Real Estate,54.72,2.7,68.6,0.47,196.07,1,64.36,128.72,45.05,64.36,96.54,8.72,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN168,Synthetic Company 168,Health Care,45.4,1.09,66.35,8.06,3906.51,5,56.97,113.93,39.88,56.97,85.45,9.46,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN169,Synthetic Company 169,Materials,48.46,2.07,87.83,1.37,343.98,2,70.22,140.44,49.15,70.22,105.33,7.36,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN170,Synthetic Company 170,Consumer Staples,50.09,3.17,99.05,1.83,597.63,2,77.74,155.48,54.42,77.74,116.61,8.43,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN171,Synthetic Company 171,Materials,53.98,3.53,90.54,1.28,405.52,2,75.79,151.59,53.06,75.79,113.69,9.12,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN172,Synthetic Company 172,Health Care,45.46,2.03,84.15,2.26,736.18,3,66.84,133.68,46.79,66.84,100.26,11.8,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN173,Synthetic Company 173,Materials,53.15,1.56,84.22,7.45,1394.56,4,70.24,140.48,49.17,70.24,105.36,10.6,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN174,Synthetic Company 174,Industrials,49.73,4.34,86.36,4.0,840.31,3,72.39,144.77,50.67,72.39,108.58,10.45,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN175,Synthetic Company 175,Consumer Staples,46.73,4.94,85.56,1.51,719.03,3,71.08,142.16,49.76,71.08,106.62,11.77,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN176,Synthetic Company 176,Consumer Discretionary,51.03,3.1,81.7,10.9,2793.76,5,69.47,138.94,48.63,69.47,104.2,9.8,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN177,Synthetic Company 177,Consumer Discretionary,50.58,1.69,80.81,10.6,3371.42,5,67.38,134.76,47.17,67.38,101.07,10.78,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN178,Synthetic Company 178,Health Care,48.12,2.09,79.38,10.31,3075.12,5,65.84,131.68,46.09,65.84,98.76,9.81,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN179,Synthetic Company 179,Materials,50.01,1.07,73.65,1.59,383.27,2,62.9,125.8,44.03,62.9,94.35,10.58,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN180,Synthetic Company 180,Materials,48.58,4.66,77.34,3.3,350.75,2,67.62,135.23,47.33,67.62,101.43,8.89,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN181,Synthetic Company 181,Consumer Discretionary,50.18,1.47,66.21,21.17,9307.33,5,59.67,119.34,41.77,59.67,89.5,5.16,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN182,Synthetic Company 182,Materials,51.62,3.31,78.64,7.8,2410.97,4,68.43,136.86,47.9,68.43,102.65,9.81,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN183,Synthetic Company 183,Financials,54.45,2.1,71.6,0.49,90.12,1,65.12,130.24,45.58,65.12,97.68,12.92,0.3,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN184,Synthetic Company 184,Real Estate,46.28,3.22,71.15,0.35,99.08,1,61.93,123.86,43.35,61.93,92.9,11.85,0.3,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN185,Synthetic Company 185,Communication Services,56.26,3.61,81.23,3.27,1467.86,4,72.35,144.7,50.65,72.35,108.53,11.96,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN186,Synthetic Company 186,Information Technology,44.02,4.32,90.94,12.14,2115.97,4,71.8,143.6,50.26,71.8,107.7,12.5,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN187,Synthetic Company 187,Real Estate,49.36,1.83,87.06,4.07,1425.67,4,70.04,140.08,49.03,70.04,105.06,10.22,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN188,Synthetic Company 188,Energy,51.71,1.04,67.34,3.51,705.76,3,60.57,121.14,42.4,60.57,90.85,10.41,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN189,Synthetic Company 189,Information Technology,50.51,1.55,71.57,0.92,56.01,1,62.59,125.18,43.81,62.59,93.88,8.84,0.8,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN190,Synthetic Company 190,Financials,47.76,4.6,86.94,5.76,1600.01,4,71.95,143.9,50.36,71.95,107.92,9.45,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN191,Synthetic Company 191,Energy,49.29,4.5,72.0,8.73,3359.87,5,65.14,130.28,45.6,65.14,97.71,11.25,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN192,Synthetic Company 192,Energy,48.24,3.39,77.76,2.71,101.91,1,66.39,132.78,46.47,66.39,99.58,12.47,0.3,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN193,Synthetic Company 193,Energy,47.96,3.4,83.98,7.77,3495.79,5,69.37,138.74,48.56,69.37,104.06,9.78,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN194,Synthetic Company 194,Materials,52.54,3.66,72.24,16.7,7285.49,5,66.05,132.09,46.23,66.05,99.07,9.1,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN195,Synthetic Company 195,Industrials,50.92,1.7,80.61,1.31,91.92,1,67.47,134.93,47.23,67.47,101.2,10.03,0.4,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN196,Synthetic Company 196,Consumer Staples,47.85,4.66,69.22,3.78,1099.15,3,63.19,126.39,44.24,63.19,94.79,11.22,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN197,Synthetic Company 197,Information Technology,52.67,2.68,75.14,1.73,478.92,2,66.58,133.15,46.6,66.58,99.86,7.12,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN198,Synthetic Company 198,Utilities,50.79,2.53,82.36,8.02,1984.05,4,69.11,138.21,48.37,69.11,103.66,5.44,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN199,Synthetic Company 199,Real Estate,52.19,3.08,66.87,4.58,1146.73,3,62.61,125.21,43.83,62.61,93.91,8.95,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN200,Synthetic Company 200,Consumer Discretionary,51.61,1.19,83.09,5.35,1537.92,4,68.54,137.07,47.98,68.54,102.8,7.62,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN201,Synthetic Company 201,Energy,47.3,1.67,79.51,8.23,1661.68,4,65.07,130.14,45.55,65.07,97.6,9.03,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN202,Synthetic Company 202,Communication Services,47.98,3.95,83.89,2.9,904.17,3,69.88,139.77,48.92,69.88,104.83,9.78,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN203,Synthetic Company 203,Materials,51.87,1.33,81.21,12.75,3961.87,5,67.87,135.73,47.51,67.87,101.8,9.18,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN204,Synthetic Company 204,Information Technology,51.79,3.41,90.85,3.85,359.45,2,74.74,149.47,52.32,74.74,112.1,12.91,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN205,Synthetic Company 205,Consumer Staples,49.88,1.98,80.91,0.93,101.53,1,67.37,134.75,47.16,67.37,101.06,10.67,0.4,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN206,Synthetic Company 206,Energy,50.03,2.56,76.07,6.31,282.52,1,65.61,131.21,45.92,65.61,98.41,10.67,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN207,Synthetic Company 207,Energy,53.46,2.15,80.4,8.3,612.17,2,69.08,138.16,48.36,69.08,103.62,11.33,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN208,Synthetic Company 208,Health Care,47.86,2.42,83.77,2.31,1008.04,3,68.24,136.47,47.77,68.24,102.35,7.8,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN209,Synthetic Company 209,Industrials,51.54,3.88,80.24,9.84,1003.86,3,69.77,139.54,48.84,69.77,104.65,12.1,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN210,Synthetic Company 210,Financials,49.04,2.19,79.77,12.22,3511.11,5,66.6,133.19,46.62,66.6,99.89,9.93,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN211,Synthetic Company 211,Energy,49.24,3.27,74.22,1.74,677.05,3,65.0,129.99,45.5,65.0,97.49,11.36,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN212,Synthetic Company 212,Industrials,53.17,2.9,74.51,20.66,4633.26,5,66.74,133.49,46.72,66.74,100.12,7.88,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN213,Synthetic Company 213,Information Technology,52.38,3.65,68.64,0.86,64.61,1,64.17,128.33,44.92,64.17,96.25,6.91,0.9,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN214,Synthetic Company 214,Real Estate,52.33,4.75,93.83,1.25,373.69,2,77.83,155.65,54.48,77.83,116.74,11.66,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN215,Synthetic Company 215,Materials,53.73,3.93,69.76,1.22,336.63,2,65.68,131.36,45.98,65.68,98.52,10.79,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN216,Synthetic Company 216,Information Technology,49.94,1.86,74.26,11.36,960.39,3,63.96,127.91,44.77,63.96,95.93,8.22,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN217,Synthetic Company 217,Consumer Staples,51.67,1.12,73.67,5.73,1001.19,3,63.79,127.58,44.65,63.79,95.69,8.34,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN218,Synthetic Company 218,Health Care,48.97,2.05,87.01,0.93,323.54,2,70.04,140.08,49.03,70.04,105.06,12.27,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN219,Synthetic Company 219,Information Technology,50.75,3.38,77.29,3.15,776.95,3,67.4,134.79,47.18,67.4,101.1,7.67,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN220,Synthetic Company 220,Consumer Staples,49.48,1.21,89.78,4.92,2295.2,4,70.83,141.66,49.58,70.83,106.25,13.31,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN221,Synthetic Company 221,Health Care,49.94,2.99,74.06,0.83,411.73,2,64.98,129.97,45.49,64.98,97.47,8.28,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN222,Synthetic Company 222,Health Care,51.64,3.39,82.01,10.86,5047.97,5,70.21,140.42,49.15,70.21,105.32,11.31,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN223,Synthetic Company 223,Industrials,47.22,2.34,72.82,8.49,739.78,3,62.36,124.72,43.65,62.36,93.54,9.41,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN224,Synthetic Company 224,Utilities,56.2,4.08,97.04,3.6,355.06,2,80.71,161.41,56.49,80.71,121.06,11.22,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN225,Synthetic Company 225,Communication Services,46.67,1.43,70.02,17.42,5910.56,5,59.77,119.54,41.84,59.77,89.66,8.98,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN226,Synthetic Company 226,Real Estate,46.22,1.3,82.27,2.86,1259.5,3,65.54,131.09,45.88,65.54,98.32,9.7,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN227,Synthetic Company 227,Utilities,53.16,3.91,84.59,21.06,4859.4,5,72.79,145.58,50.95,72.79,109.18,10.15,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN228,Synthetic Company 228,Financials,52.26,2.98,83.13,5.64,2136.27,4,70.68,141.36,49.48,70.68,106.02,8.02,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN229,Synthetic Company 229,Information Technology,51.74,3.75,78.31,5.18,1077.94,3,68.78,137.55,48.14,68.78,103.16,11.51,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN230,Synthetic Company 230,Health Care,51.86,2.74,78.92,0.93,121.44,1,68.13,136.26,47.69,68.13,102.2,8.98,0.4,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN231,Synthetic Company 231,Consumer Staples,49.8,1.99,80.1,10.86,1952.9,4,66.93,133.87,46.85,66.93,100.4,9.58,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN232,Synthetic Company 232,Financials,47.04,4.28,78.41,3.08,308.3,2,67.01,134.01,46.9,67.01,100.51,8.07,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN233,Synthetic Company 233,Information Technology,49.95,4.2,87.27,1.2,353.76,2,72.81,145.61,50.96,72.81,109.21,5.0,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN234,Synthetic Company 234,Industrials,47.85,3.78,97.5,0.19,27.12,1,76.45,152.91,53.52,76.45,114.68,9.64,1.5,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN235,Synthetic Company 235,Consumer Staples,52.91,2.09,75.52,4.12,1208.05,3,66.31,132.61,46.41,66.31,99.46,14.83,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN236,Synthetic Company 236,Real Estate,49.22,3.36,68.52,4.12,758.64,3,62.23,124.47,43.56,62.23,93.35,11.64,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN237,Synthetic Company 237,Industrials,47.48,2.44,79.23,6.4,2727.98,5,65.8,131.6,46.06,65.8,98.7,9.97,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN238,Synthetic Company 238,Energy,48.88,1.37,100.4,11.22,4516.59,5,76.01,152.02,53.21,76.01,114.02,9.51,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN239,Synthetic Company 239,Communication Services,51.15,4.67,73.44,0.51,187.0,1,66.96,133.93,46.87,66.96,100.44,10.06,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN240,Synthetic Company 240,Health Care,48.06,1.55,92.73,6.85,2417.13,4,71.95,143.89,50.36,71.95,107.92,11.15,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN241,Synthetic Company 241,Consumer Discretionary,47.44,4.8,93.27,1.14,212.62,1,75.16,150.31,52.61,75.16,112.74,7.66,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN242,Synthetic Company 242,Materials,50.38,2.78,75.03,10.15,3045.41,5,65.49,130.99,45.85,65.49,98.24,12.31,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN243,Synthetic Company 243,Energy,50.56,1.74,84.28,8.74,4150.32,5,69.16,138.32,48.41,69.16,103.74,11.47,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN244,Synthetic Company 244,Real Estate,48.43,3.17,92.95,3.95,270.06,1,73.85,147.71,51.7,73.85,110.78,11.45,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN245,Synthetic Company 245,Information Technology,48.31,4.49,76.54,6.5,1980.26,4,66.92,133.83,46.84,66.92,100.37,10.94,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN246,Synthetic Company 246,Consumer Discretionary,50.43,3.93,77.96,2.18,1009.64,3,68.12,136.25,47.69,68.12,102.19,10.1,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN247,Synthetic Company 247,Energy,45.6,4.23,75.26,3.25,963.76,3,64.65,129.31,45.26,64.65,96.98,11.36,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN248,Synthetic Company 248,Real Estate,45.62,3.64,71.63,8.8,3286.24,5,62.26,124.52,43.58,62.26,93.39,11.22,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN249,Synthetic Company 249,Energy,47.49,3.77,74.26,3.47,819.35,3,64.64,129.29,45.25,64.64,96.97,9.37,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN250,Synthetic Company 250,Communication Services,49.3,4.4,70.11,2.28,249.89,1,64.1,128.2,44.87,64.1,96.15,8.87,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN251,Synthetic Company 251,Consumer Staples,50.81,2.0,80.08,3.55,601.39,2,67.44,134.88,47.21,67.44,101.16,10.23,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN252,Synthetic Company 252,Financials,54.19,2.96,73.48,9.07,1831.84,4,66.8,133.59,46.76,66.8,100.19,13.15,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN253,Synthetic Company 253,Communication Services,52.5,1.88,81.75,2.13,847.1,3,69.01,138.01,48.31,69.01,103.51,7.54,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN254,Synthetic Company 254,Real Estate,49.48,4.95,67.49,1.0,219.37,1,63.43,126.87,44.4,63.43,95.15,7.07,0.3,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN255,Synthetic Company 255,Real Estate,49.59,4.78,82.1,6.61,1610.97,4,70.62,141.24,49.44,70.62,105.93,10.41,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN256,Synthetic Company 256,Materials,46.64,1.16,86.12,9.13,2755.86,5,67.54,135.08,47.28,67.54,101.31,10.18,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN257,Synthetic Company 257,Materials,49.89,3.82,63.97,0.59,61.66,1,60.75,121.5,42.53,60.75,91.13,10.36,0.6,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN258,Synthetic Company 258,Consumer Staples,48.97,4.7,82.74,1.55,710.79,3,70.56,141.12,49.39,70.56,105.84,10.52,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN259,Synthetic Company 259,Information Technology,50.75,1.72,89.48,1.01,327.04,2,71.83,143.67,50.28,71.83,107.75,9.6,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN260,Synthetic Company 260,Health Care,47.32,3.27,70.02,2.36,1150.21,3,61.94,123.88,43.36,61.94,92.91,13.02,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN261,Synthetic Company 261,Utilities,51.35,4.66,93.05,3.23,1398.01,4,76.86,153.72,53.8,76.86,115.29,6.85,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN262,Synthetic Company 262,Energy,54.48,1.14,83.18,7.03,1187.16,3,69.97,139.93,48.98,69.97,104.95,8.37,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN263,Synthetic Company 263,Consumer Staples,49.59,3.79,74.24,5.35,2414.83,4,65.71,131.41,45.99,65.71,98.56,9.81,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN264,Synthetic Company 264,Information Technology,51.06,2.19,79.33,5.01,2111.74,4,67.39,134.77,47.17,67.39,101.08,6.75,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN265,Synthetic Company 265,Financials,51.96,4.7,84.29,2.3,832.87,3,72.82,145.65,50.98,72.82,109.24,9.67,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN266,Synthetic Company 266,Health Care,48.59,4.88,80.29,9.43,2367.24,4,69.33,138.65,48.53,69.33,103.99,13.37,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN267,Synthetic Company 267,Industrials,50.61,4.78,84.22,3.25,348.96,2,72.19,144.39,50.54,72.19,108.29,10.05,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
